family	species	short	node	fpc	fnc	model	difference
Mir-10	Bos_taurus	bta	Eumetazoa	0	0	mirmachine	NA
Mir-101	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-103	Bos_taurus	bta	Deuterostomia	0	0	mirmachine	NA
Mir-105	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-122	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-124	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-1247	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-1249	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-1251	Bos_taurus	bta	Theria	0	0	mirmachine	NA
Mir-126	Bos_taurus	bta	Olfactores	0	0	mirmachine	NA
Mir-127	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-1271	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-1277	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-128	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-129	Bos_taurus	bta	Chordata	0	0	mirmachine	NA
Mir-1296	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-1298	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-130	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-1301	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-1306	Bos_taurus	bta	Gnathostomata	0	0	mirmachine	NA
Mir-1307	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-132	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-1329	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-133	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-134	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-1343	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-135	Bos_taurus	bta	Chordata	0	0	mirmachine	NA
Mir-136	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-137	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-1379	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-138	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-1388	Bos_taurus	bta	Gnathostomata	0	0	mirmachine	NA
Mir-139	Bos_taurus	bta	Gnathostomata	0	0	mirmachine	NA
Mir-140	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-142	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-143	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-144	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-145	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-146	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-147	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-148	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-149	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-15	Bos_taurus	bta	Olfactores	0	0	mirmachine	NA
Mir-150	Bos_taurus	bta	Gnathostomata	0	0	mirmachine	NA
Mir-153	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-154	Bos_taurus	bta	Eutheria	0	4	mirmachine	-1
Mir-155	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-17	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-1788	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-181	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-184	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-1842	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-185	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-186	Bos_taurus	bta	Mammalia	0	0	mirmachine	NA
Mir-187	Bos_taurus	bta	Osteichthyes	0	0	mirmachine	NA
Mir-188	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-19	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-190	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-191	Bos_taurus	bta	Gnathostomata	0	0	mirmachine	NA
Mir-1911	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-1912	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-192	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-193	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-194	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-196	Bos_taurus	bta	Olfactores	0	0	mirmachine	NA
Mir-197	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-199	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-202	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-203	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-204	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-205	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-208	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-21	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-210	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-2114	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-214	Bos_taurus	bta	Gnathostomata	0	0	mirmachine	NA
Mir-216	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-217	Bos_taurus	bta	Chordata	0	0	mirmachine	NA
Mir-218	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-219	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-22	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-221	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-223	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-224	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-23	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-2355	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-2387	Bos_taurus	bta	Boreoeutheria	0	0	mirmachine	NA
Mir-24	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-2483	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-26	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-27	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-28	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-29	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-296	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-30	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-3059	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-3085	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-31	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-32	Bos_taurus	bta	Gnathostomata	0	0	mirmachine	NA
Mir-320	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-324	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-325	Bos_taurus	bta	Theria	0	0	mirmachine	NA
Mir-326	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-328	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-33	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-330	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-331	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-335	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-338	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-339	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-34	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-340	Bos_taurus	bta	Theria	0	0	mirmachine	NA
Mir-342	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-345	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-346	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-350	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-361	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-3613	Bos_taurus	bta	Theria	0	0	mirmachine	NA
Mir-362	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-370	Bos_taurus	bta	Boreoeutheria	0	0	mirmachine	NA
Mir-374	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-375	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-376	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-378	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-383	Bos_taurus	bta	Tetrapoda	0	0	mirmachine	NA
Mir-423	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-425	Bos_taurus	bta	Gnathostomata	0	0	mirmachine	NA
Mir-430	Bos_taurus	bta	Vertebrata	2	0	mirmachine	1
Mir-431	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-432	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-433	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-448	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-450	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-451	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-452	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-455	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-459	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-483	Bos_taurus	bta	Theria	0	0	mirmachine	NA
Mir-486	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-488	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-489	Bos_taurus	bta	Osteichthyes	0	0	mirmachine	NA
Mir-490	Bos_taurus	bta	Amniota	0	0	mirmachine	NA
Mir-491	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-493	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-499	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-504	Bos_taurus	bta	Eutheria	1	0	mirmachine	1
Mir-505	Bos_taurus	bta	Eutheria	1	0	mirmachine	1
Mir-506	Bos_taurus	bta	Eutheria	1	0	mirmachine	1
Mir-541	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-542	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-544	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-551	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-574	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-582	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-590	Bos_taurus	bta	Mammalia	0	0	mirmachine	NA
Mir-592	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-598	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-599	Bos_taurus	bta	Sarcopterygii	0	0	mirmachine	NA
Mir-615	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-628	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-652	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-6529	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-653	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-670	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-671	Bos_taurus	bta	Theria	0	0	mirmachine	NA
Mir-6715	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-672	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-676	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-7	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-71	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-7180	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-722	Bos_taurus	bta	Osteichthyes	0	0	mirmachine	NA
Mir-737	Bos_taurus	bta	Osteichthyes	0	0	mirmachine	NA
Mir-744	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-760	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-769	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-8	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-873	Bos_taurus	bta	Mammalia	0	0	mirmachine	NA
Mir-874	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-875	Bos_taurus	bta	Vertebrata	0	0	mirmachine	NA
Mir-876	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-877	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-885	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-9	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-92	Bos_taurus	bta	Bilateria	1	1	mirmachine	-1
Mir-935	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-95	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Mir-96	Bos_taurus	bta	Bilateria	0	0	mirmachine	NA
Mir-9851	Bos_taurus	bta	Eutheria	0	0	mirmachine	NA
Bantam	Brachionus_plicatilis	bpl	Protostomia	0	0	mirmachine	NA
Let-7	Brachionus_plicatilis	bpl	Bilateria	0	1	mirmachine	-1
Mir-1	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-10	Brachionus_plicatilis	bpl	Eumetazoa	1	2	mirmachine	-1
Mir-1175	Brachionus_plicatilis	bpl	Protostomia	0	1	mirmachine	-1
Mir-12	Brachionus_plicatilis	bpl	Protostomia	0	0	mirmachine	NA
Mir-124	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-153	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-184	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-190	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-193	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-1993	Brachionus_plicatilis	bpl	Protostomia	0	0	mirmachine	NA
Mir-216	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-219	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-22	Brachionus_plicatilis	bpl	Bilateria	0	1	mirmachine	-1
Mir-242	Brachionus_plicatilis	bpl	Bilateria	0	1	mirmachine	-1
Mir-277	Brachionus_plicatilis	bpl	Protostomia	0	0	mirmachine	NA
Mir-279	Brachionus_plicatilis	bpl	Protostomia	0	1	mirmachine	-1
Mir-281	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-29	Brachionus_plicatilis	bpl	Bilateria	0	1	mirmachine	-1
Mir-31	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-315	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-33	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-36	Brachionus_plicatilis	bpl	Protostomia	0	3	mirmachine	-1
Mir-375	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-7	Brachionus_plicatilis	bpl	Bilateria	0	1	mirmachine	-1
Mir-750	Brachionus_plicatilis	bpl	Protostomia	0	0	mirmachine	NA
Mir-76	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-8	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-87	Brachionus_plicatilis	bpl	Protostomia	0	0	mirmachine	NA
Mir-9	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Mir-96	Brachionus_plicatilis	bpl	Bilateria	0	0	mirmachine	NA
Let-7	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-1	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-10	Branchiostoma_floridae	bfl	Eumetazoa	0	0	mirmachine	NA
Mir-103	Branchiostoma_floridae	bfl	Deuterostomia	0	0	mirmachine	NA
Mir-124	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-129	Branchiostoma_floridae	bfl	Chordata	0	0	mirmachine	NA
Mir-133	Branchiostoma_floridae	bfl	Bilateria	1	0	mirmachine	1
Mir-135	Branchiostoma_floridae	bfl	Chordata	0	1	mirmachine	-1
Mir-137	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-153	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-184	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-190	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-193	Branchiostoma_floridae	bfl	Bilateria	2	0	mirmachine	1
Mir-210	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-216	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-217	Branchiostoma_floridae	bfl	Chordata	0	0	mirmachine	NA
Mir-219	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-22	Branchiostoma_floridae	bfl	Bilateria	0	4	mirmachine	-1
Mir-242	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-252	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-278	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-281	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-29	Branchiostoma_floridae	bfl	Bilateria	1	0	mirmachine	1
Mir-31	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-33	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-34	Branchiostoma_floridae	bfl	Bilateria	3	0	mirmachine	1
Mir-375	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-4057	Branchiostoma_floridae	bfl	Chordata	0	0	mirmachine	NA
Mir-7	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-71	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-76	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-8	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-9	Branchiostoma_floridae	bfl	Bilateria	0	0	mirmachine	NA
Mir-92	Branchiostoma_floridae	bfl	Bilateria	1	2	mirmachine	-1
Mir-96	Branchiostoma_floridae	bfl	Bilateria	5	2	mirmachine	1
Let-7	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-1	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-10	Branchiostoma_lanceolatum	bla	Eumetazoa	1	1	mirmachine	-1
Mir-103	Branchiostoma_lanceolatum	bla	Deuterostomia	0	0	mirmachine	NA
Mir-124	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-129	Branchiostoma_lanceolatum	bla	Chordata	0	0	mirmachine	NA
Mir-133	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-135	Branchiostoma_lanceolatum	bla	Chordata	0	1	mirmachine	-1
Mir-137	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-153	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-184	Branchiostoma_lanceolatum	bla	Bilateria	2	0	mirmachine	1
Mir-190	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-193	Branchiostoma_lanceolatum	bla	Bilateria	1	1	mirmachine	-1
Mir-210	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-216	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-217	Branchiostoma_lanceolatum	bla	Chordata	0	0	mirmachine	NA
Mir-219	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-22	Branchiostoma_lanceolatum	bla	Bilateria	2	7	mirmachine	-1
Mir-242	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-252	Branchiostoma_lanceolatum	bla	Bilateria	1	0	mirmachine	1
Mir-278	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-281	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-29	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-31	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-33	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-34	Branchiostoma_lanceolatum	bla	Bilateria	1	0	mirmachine	1
Mir-375	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-4057	Branchiostoma_lanceolatum	bla	Chordata	0	0	mirmachine	NA
Mir-7	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-71	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-8	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-9	Branchiostoma_lanceolatum	bla	Bilateria	0	0	mirmachine	NA
Mir-92	Branchiostoma_lanceolatum	bla	Bilateria	0	2	mirmachine	-1
Mir-96	Branchiostoma_lanceolatum	bla	Bilateria	0	2	mirmachine	-1
Bantam	Caenorhabditis_briggsae	cbr	Protostomia	0	2	mirmachine	-1
Let-7	Caenorhabditis_briggsae	cbr	Bilateria	0	3	mirmachine	-1
Mir-1	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-124	Caenorhabditis_briggsae	cbr	Bilateria	0	2	mirmachine	-1
Mir-133	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-137	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-190	Caenorhabditis_briggsae	cbr	Bilateria	0	1	mirmachine	-1
Mir-193	Caenorhabditis_briggsae	cbr	Bilateria	0	2	mirmachine	-1
Mir-1993	Caenorhabditis_briggsae	cbr	Protostomia	0	1	mirmachine	-1
Mir-2	Caenorhabditis_briggsae	cbr	Protostomia	0	1	mirmachine	-1
Mir-2001	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-216	Caenorhabditis_briggsae	cbr	Bilateria	0	1	mirmachine	-1
Mir-242	Caenorhabditis_briggsae	cbr	Bilateria	0	1	mirmachine	-1
Mir-252	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-279	Caenorhabditis_briggsae	cbr	Protostomia	0	2	mirmachine	-1
Mir-281	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-29	Caenorhabditis_briggsae	cbr	Bilateria	0	1	mirmachine	-1
Mir-305	Caenorhabditis_briggsae	cbr	Ecdysozoa	0	0	mirmachine	NA
Mir-31	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-34	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-36	Caenorhabditis_briggsae	cbr	Protostomia	1	1	mirmachine	-1
Mir-375	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-67	Caenorhabditis_briggsae	cbr	Protostomia	0	0	mirmachine	NA
Mir-7	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-71	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-76	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-8	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-87	Caenorhabditis_briggsae	cbr	Protostomia	0	1	mirmachine	-1
Mir-9	Caenorhabditis_briggsae	cbr	Bilateria	0	1	mirmachine	-1
Mir-92	Caenorhabditis_briggsae	cbr	Bilateria	0	0	mirmachine	NA
Mir-96	Caenorhabditis_briggsae	cbr	Bilateria	0	3	mirmachine	-1
Bantam	Caenorhabditis_elegans	cel	Protostomia	0	5	mirmachine	-1
Let-7	Caenorhabditis_elegans	cel	Bilateria	0	4	mirmachine	-1
Mir-1	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-124	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-133	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-137	Caenorhabditis_elegans	cel	Bilateria	0	1	mirmachine	-1
Mir-190	Caenorhabditis_elegans	cel	Bilateria	0	1	mirmachine	-1
Mir-193	Caenorhabditis_elegans	cel	Bilateria	0	2	mirmachine	-1
Mir-1993	Caenorhabditis_elegans	cel	Protostomia	0	0	mirmachine	NA
Mir-2	Caenorhabditis_elegans	cel	Protostomia	0	3	mirmachine	-1
Mir-2001	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-242	Caenorhabditis_elegans	cel	Bilateria	0	1	mirmachine	-1
Mir-252	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-277	Caenorhabditis_elegans	cel	Protostomia	0	1	mirmachine	-1
Mir-279	Caenorhabditis_elegans	cel	Protostomia	0	2	mirmachine	-1
Mir-281	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-29	Caenorhabditis_elegans	cel	Bilateria	0	2	mirmachine	-1
Mir-305	Caenorhabditis_elegans	cel	Ecdysozoa	0	0	mirmachine	NA
Mir-31	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-315	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-34	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-36	Caenorhabditis_elegans	cel	Protostomia	0	0	mirmachine	NA
Mir-375	Caenorhabditis_elegans	cel	Bilateria	0	1	mirmachine	-1
Mir-67	Caenorhabditis_elegans	cel	Protostomia	0	0	mirmachine	NA
Mir-71	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-76	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-8	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-87	Caenorhabditis_elegans	cel	Protostomia	0	1	mirmachine	-1
Mir-9	Caenorhabditis_elegans	cel	Bilateria	0	2	mirmachine	-1
Mir-92	Caenorhabditis_elegans	cel	Bilateria	0	0	mirmachine	NA
Mir-96	Caenorhabditis_elegans	cel	Bilateria	0	2	mirmachine	-1
Let-7	Callorhinchus_milii	cmi	Bilateria	0	0	mirmachine	NA
Mir-1	Callorhinchus_milii	cmi	Bilateria	0	0	mirmachine	NA
Mir-10	Callorhinchus_milii	cmi	Eumetazoa	0	0	mirmachine	NA
Mir-101	Callorhinchus_milii	cmi	Vertebrata	0	0	mirmachine	NA
Mir-103	Callorhinchus_milii	cmi	Deuterostomia	0	0	mirmachine	NA
Mir-122	Callorhinchus_milii	cmi	Vertebrata	0	0	mirmachine	NA
